app,version,sdk_min,method,type,checked_version,true_apis,false_apis,only_in_true_apis,only_in_false_apis,message,modified_files
cn.amazon.mShop.android,8.5.0.600,16,org.apache.cordova.engine.SystemWebViewEngine.initWebViewSettings()V,<=,18,"",android.webkit.WebView.setWebContentsDebuggingEnabled(Z)V&android.util.Log.d(Ljava/lang/String;Ljava/lang/String;)I,"",android.webkit.WebView.setWebContentsDebuggingEnabled(Z)V&android.util.Log.d(Ljava/lang/String;Ljava/lang/String;)I,,0
cn.amazon.mShop.android,8.5.0.600,16,org.apache.cordova.engine.SystemWebViewEngine.initWebViewSettings()V,<=,15,"",android.webkit.WebSettings.setAllowUniversalAccessFromFileURLs(Z)V,"",android.webkit.WebSettings.setAllowUniversalAccessFromFileURLs(Z)V,,0
cn.amazon.mShop.android,8.5.0.600,16,org.apache.cordova.engine.SystemWebViewEngine.initWebViewSettings()V,<=,16,"",android.webkit.WebSettings.setMediaPlaybackRequiresUserGesture(Z)V,"",android.webkit.WebSettings.setMediaPlaybackRequiresUserGesture(Z)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mobile.mash.api.MASHFileChooserPlugin.createCameraIntent()Landroid/content/Intent;,<=,23,android.net.Uri.fromFile(Ljava/io/File;)Landroid/net/Uri;,android.content.Context.getFilesDir()Ljava/io/File;&android.os.Environment.getExternalStorageDirectory()Ljava/io/File;&android.content.pm.PackageManager.resolveContentProvider(Ljava/lang/String;I)Landroid/content/pm/ProviderInfo;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.Context.getCacheDir()Ljava/io/File;&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.pm.PackageItemInfo.loadXmlMetaData(Landroid/content/pm/PackageManager;Ljava/lang/String;)Landroid/content/res/XmlResourceParser;&android.content.Context.getString(I)Ljava/lang/String;,android.net.Uri.fromFile(Ljava/io/File;)Landroid/net/Uri;,android.content.Context.getFilesDir()Ljava/io/File;&android.os.Environment.getExternalStorageDirectory()Ljava/io/File;&android.content.pm.PackageManager.resolveContentProvider(Ljava/lang/String;I)Landroid/content/pm/ProviderInfo;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.Context.getCacheDir()Ljava/io/File;&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.pm.PackageItemInfo.loadXmlMetaData(Landroid/content/pm/PackageManager;Ljava/lang/String;)Landroid/content/res/XmlResourceParser;&android.content.Context.getString(I)Ljava/lang/String;,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mobile.mash.api.MASHVideoPlaybackPlugin.canPlayHTML5Video(Lorg/apache/cordova/CallbackContext;)V,<=,10,android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I,android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.view.View.isHardwareAccelerated()Z&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I,"",android.view.View.isHardwareAccelerated()Z,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mobile.mash.embeddedbrowser.EmbeddedBrowserContainer$6.onClick(Landroid/view/View;)V,<=,10,android.app.Activity.openOptionsMenu()V,android.widget.PopupMenu.getMenu()Landroid/view/Menu;&android.view.View.findViewById(I)Landroid/view/View;&android.widget.PopupMenu.<init>(Landroid/content/Context;Landroid/view/View;)V&android.view.Menu.add(IIII)Landroid/view/MenuItem;&android.widget.PopupMenu.show()V&android.widget.PopupMenu.setOnMenuItemClickListener(Landroid/widget/PopupMenu$OnMenuItemClickListener;)V,android.app.Activity.openOptionsMenu()V,android.widget.PopupMenu.getMenu()Landroid/view/Menu;&android.view.View.findViewById(I)Landroid/view/View;&android.widget.PopupMenu.<init>(Landroid/content/Context;Landroid/view/View;)V&android.view.Menu.add(IIII)Landroid/view/MenuItem;&android.widget.PopupMenu.show()V&android.widget.PopupMenu.setOnMenuItemClickListener(Landroid/widget/PopupMenu$OnMenuItemClickListener;)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mobile.mash.embeddedbrowser.EmbeddedBrowserWebView.ensureMixedContentAllowed(Landroid/webkit/WebSettings;)V,<=,20,"",android.webkit.WebSettings.setMixedContentMode(I)V,"",android.webkit.WebSettings.setMixedContentMode(I)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mobile.mash.handlers.LocalAssetHandler.handlePackage(Lcom/amazon/mobile/mash/handlers/UrlWebviewPackage;)Landroid/webkit/WebResourceResponse;,<=,20,android.webkit.WebResourceResponse.<init>(Ljava/lang/String;Ljava/lang/String;Ljava/io/InputStream;)V,android.webkit.WebResourceResponse.<init>(Ljava/lang/String;Ljava/lang/String;ILjava/lang/String;Ljava/util/Map;Ljava/io/InputStream;)V,android.webkit.WebResourceResponse.<init>(Ljava/lang/String;Ljava/lang/String;Ljava/io/InputStream;)V,android.webkit.WebResourceResponse.<init>(Ljava/lang/String;Ljava/lang/String;ILjava/lang/String;Ljava/util/Map;Ljava/io/InputStream;)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mobile.mash.handlers.LocalLoadHelper.creatWebResourceResponseFromCode(Ljava/lang/String;)Landroid/webkit/WebResourceResponse;,<=,20,"",android.webkit.WebResourceResponse.setResponseHeaders(Ljava/util/Map;)V,"",android.webkit.WebResourceResponse.setResponseHeaders(Ljava/util/Map;)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mobile.mash.util.WebViewSuspensionPolicy.establish(Landroid/app/Application;)V,<=,13,"",android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.WebView.<init>(Landroid/content/Context;)V&android.app.Application.registerActivityLifecycleCallbacks(Landroid/app/Application$ActivityLifecycleCallbacks;)V,"",android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.WebView.<init>(Landroid/content/Context;)V&android.app.Application.registerActivityLifecycleCallbacks(Landroid/app/Application$ActivityLifecycleCallbacks;)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.flow.android.engine.library.fragments.FlowStateEngineFragment$1.onGlobalLayout()V,<=,15,android.view.View.getViewTreeObserver()Landroid/view/ViewTreeObserver;&android.view.ViewTreeObserver.removeGlobalOnLayoutListener(Landroid/view/ViewTreeObserver$OnGlobalLayoutListener;)V,android.view.View.getViewTreeObserver()Landroid/view/ViewTreeObserver;&android.view.ViewTreeObserver.removeOnGlobalLayoutListener(Landroid/view/ViewTreeObserver$OnGlobalLayoutListener;)V,android.view.ViewTreeObserver.removeGlobalOnLayoutListener(Landroid/view/ViewTreeObserver$OnGlobalLayoutListener;)V,android.view.ViewTreeObserver.removeOnGlobalLayoutListener(Landroid/view/ViewTreeObserver$OnGlobalLayoutListener;)V,,0
cn.amazon.mShop.android,8.5.0.600,16,org.apache.cordova.CordovaInterfaceImpl.hasPermission(Ljava/lang/String;)Z,<=,22,"",android.content.ContextWrapper.checkSelfPermission(Ljava/lang/String;)I,"",android.content.ContextWrapper.checkSelfPermission(Ljava/lang/String;)I,,0
cn.amazon.mShop.android,8.5.0.600,16,org.apache.cordova.CordovaActivity.onCreate(Landroid/os/Bundle;)V,<=,18,android.view.Window.setFlags(II)V&android.app.Activity.getWindow()Landroid/view/Window;,"",android.view.Window.setFlags(II)V&android.app.Activity.getWindow()Landroid/view/Window;,"",,0
cn.amazon.mShop.android,8.5.0.600,16,org.apache.cordova.engine.SystemCookieManager.<init>(Landroid/webkit/WebView;)V,<=,20,"",android.webkit.CookieManager.setAcceptThirdPartyCookies(Landroid/webkit/WebView;Z)V,"",android.webkit.CookieManager.setAcceptThirdPartyCookies(Landroid/webkit/WebView;Z)V,,0
cn.amazon.mShop.android,8.5.0.600,16,org.apache.cordova.engine.SystemCookieManager.flush()V,<=,20,"",android.webkit.CookieManager.flush()V,"",android.webkit.CookieManager.flush()V,,0
cn.amazon.mShop.android,8.5.0.600,16,org.apache.cordova.file.LocalFilesystem.isPublicDirectory(Ljava/lang/String;)Z,<=,20,android.os.Environment.getExternalStorageDirectory()Ljava/io/File;,android.os.Environment.getExternalStorageDirectory()Ljava/io/File;&android.content.Context.getExternalMediaDirs()[Ljava/io/File;,"",android.content.Context.getExternalMediaDirs()[Ljava/io/File;,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mobile.aui.SheetCordovaPlugin$2.run()V,<=,13,android.view.ViewGroup.removeView(Landroid/view/View;)V&android.app.Activity.setRequestedOrientation(I)V,android.view.ViewPropertyAnimator.setDuration(J)Landroid/view/ViewPropertyAnimator;&android.view.ViewPropertyAnimator.start()V&android.view.View.animate()Landroid/view/ViewPropertyAnimator;&android.view.ViewPropertyAnimator.alpha(F)Landroid/view/ViewPropertyAnimator;&android.view.ViewPropertyAnimator.setListener(Landroid/animation/Animator$AnimatorListener;)Landroid/view/ViewPropertyAnimator;&android.animation.AnimatorListenerAdapter.<init>()V,android.view.ViewGroup.removeView(Landroid/view/View;)V&android.app.Activity.setRequestedOrientation(I)V,android.view.ViewPropertyAnimator.setDuration(J)Landroid/view/ViewPropertyAnimator;&android.view.ViewPropertyAnimator.start()V&android.view.View.animate()Landroid/view/ViewPropertyAnimator;&android.view.ViewPropertyAnimator.alpha(F)Landroid/view/ViewPropertyAnimator;&android.view.ViewPropertyAnimator.setListener(Landroid/animation/Animator$AnimatorListener;)Landroid/view/ViewPropertyAnimator;&android.animation.AnimatorListenerAdapter.<init>()V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.traffic.automation.notification.scheduler.CallBackScheduler.setCallbackAtScheduleTime(JLandroid/app/PendingIntent;)V,<=,18,android.app.AlarmManager.set(IJLandroid/app/PendingIntent;)V,android.app.AlarmManager.setExact(IJLandroid/app/PendingIntent;)V,android.app.AlarmManager.set(IJLandroid/app/PendingIntent;)V,android.app.AlarmManager.setExact(IJLandroid/app/PendingIntent;)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mShop.gno.GNODrawerItemSimple.setBackgroundDrawable(Landroid/view/View;Landroid/graphics/drawable/Drawable;)V,<=,15,android.view.View.setBackgroundDrawable(Landroid/graphics/drawable/Drawable;)V,android.view.View.setBackground(Landroid/graphics/drawable/Drawable;)V,android.view.View.setBackgroundDrawable(Landroid/graphics/drawable/Drawable;)V,android.view.View.setBackground(Landroid/graphics/drawable/Drawable;)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mShop.gno.LegacyGNODrawer.scrollItemToTop(Ljava/lang/String;)V,<=,10,android.widget.ListView.setSelection(I)V,android.widget.AbsListView.smoothScrollToPositionFromTop(II)V,android.widget.ListView.setSelection(I)V,android.widget.AbsListView.smoothScrollToPositionFromTop(II)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mShop.gno.GNOUtils.bitmapToDrawable(Landroid/graphics/Bitmap;)Landroid/graphics/drawable/Drawable;,<=,15,android.graphics.drawable.BitmapDrawable.<init>(Landroid/graphics/Bitmap;)V,android.graphics.drawable.BitmapDrawable.<init>(Landroid/content/res/Resources;Landroid/graphics/Bitmap;)V,android.graphics.drawable.BitmapDrawable.<init>(Landroid/graphics/Bitmap;)V,android.graphics.drawable.BitmapDrawable.<init>(Landroid/content/res/Resources;Landroid/graphics/Bitmap;)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mShop.gno.GNOUtils.getColor(I)I,<=,22,android.content.res.Resources.getColor(I)I,android.content.res.Resources.getColor(ILandroid/content/res/Resources$Theme;)I,android.content.res.Resources.getColor(I)I,android.content.res.Resources.getColor(ILandroid/content/res/Resources$Theme;)I,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mShop.gno.GNOUtils.getDrawable(I)Landroid/graphics/drawable/Drawable;,<=,20,android.content.res.Resources.getDrawable(I)Landroid/graphics/drawable/Drawable;,android.content.res.Resources.getDrawable(ILandroid/content/res/Resources$Theme;)Landroid/graphics/drawable/Drawable;,android.content.res.Resources.getDrawable(I)Landroid/graphics/drawable/Drawable;,android.content.res.Resources.getDrawable(ILandroid/content/res/Resources$Theme;)Landroid/graphics/drawable/Drawable;,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mShop.gno.promoslot.PromoSlotMenuItemBuildHandler$2.onBitmapLoaded(Landroid/graphics/Bitmap;Lcom/squareup/picasso/Picasso$LoadedFrom;)V,<=,15,"",android.graphics.drawable.DrawableContainer.setExitFadeDuration(I)V&android.graphics.drawable.StateListDrawable.addState([ILandroid/graphics/drawable/Drawable;)V&android.graphics.drawable.StateListDrawable.<init>()V&android.graphics.drawable.LayerDrawable.<init>([Landroid/graphics/drawable/Drawable;)V&android.content.res.Resources.getColor(I)I&android.content.res.Resources.getColor(ILandroid/content/res/Resources$Theme;)I&android.graphics.drawable.ColorDrawable.<init>(I)V,"",android.graphics.drawable.DrawableContainer.setExitFadeDuration(I)V&android.graphics.drawable.StateListDrawable.addState([ILandroid/graphics/drawable/Drawable;)V&android.graphics.drawable.StateListDrawable.<init>()V&android.graphics.drawable.LayerDrawable.<init>([Landroid/graphics/drawable/Drawable;)V&android.content.res.Resources.getColor(I)I&android.content.res.Resources.getColor(ILandroid/content/res/Resources$Theme;)I&android.graphics.drawable.ColorDrawable.<init>(I)V,,0
cn.amazon.mShop.android,8.5.0.600,16,com.squareup.picasso.ContactsPhotoRequestHandler.getInputStream(Lcom/squareup/picasso/Request;)Ljava/io/InputStream;,<=,13,android.provider.ContactsContract$Contacts.openContactPhotoInputStream(Landroid/content/ContentResolver;Landroid/net/Uri;)Ljava/io/InputStream;,android.provider.ContactsContract$Contacts.openContactPhotoInputStream(Landroid/content/ContentResolver;Landroid/net/Uri;Z)Ljava/io/InputStream;,android.provider.ContactsContract$Contacts.openContactPhotoInputStream(Landroid/content/ContentResolver;Landroid/net/Uri;)Ljava/io/InputStream;,android.provider.ContactsContract$Contacts.openContactPhotoInputStream(Landroid/content/ContentResolver;Landroid/net/Uri;Z)Ljava/io/InputStream;,,0
cn.amazon.mShop.android,8.5.0.600,16,com.squareup.picasso.PicassoDrawable.draw(Landroid/graphics/Canvas;)V,<=,10,android.graphics.drawable.Drawable.invalidateSelf()V,"",android.graphics.drawable.Drawable.invalidateSelf()V,"",,0
cn.amazon.mShop.android,8.5.0.600,16,com.squareup.picasso.UrlConnectionDownloader.load(Landroid/net/Uri;I)Lcom/squareup/picasso/Downloader$Response;,<=,13,"",android.os.StatFs.getBlockSize()I&android.os.StatFs.<init>(Ljava/lang/String;)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.content.Context.getCacheDir()Ljava/io/File;&android.net.http.HttpResponseCache.getInstalled()Landroid/net/http/HttpResponseCache;&android.os.StatFs.getBlockCount()I&android.net.http.HttpResponseCache.install(Ljava/io/File;J)Landroid/net/http/HttpResponseCache;,"",android.os.StatFs.getBlockSize()I&android.os.StatFs.<init>(Ljava/lang/String;)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.content.Context.getCacheDir()Ljava/io/File;&android.net.http.HttpResponseCache.getInstalled()Landroid/net/http/HttpResponseCache;&android.os.StatFs.getBlockCount()I&android.net.http.HttpResponseCache.install(Ljava/io/File;J)Landroid/net/http/HttpResponseCache;,,0
cn.amazon.mShop.android,8.5.0.600,16,com.squareup.picasso.Utils.calculateMemoryCacheSize(Landroid/content/Context;)I,<=,10,"",android.app.ActivityManager.getLargeMemoryClass()I,"",android.app.ActivityManager.getLargeMemoryClass()I,,0
cn.amazon.mShop.android,8.5.0.600,16,com.squareup.picasso.Utils.getBitmapBytes(Landroid/graphics/Bitmap;)I,<=,11,android.graphics.Bitmap.getRowBytes()I&android.graphics.Bitmap.getHeight()I,android.graphics.Bitmap.getByteCount()I,android.graphics.Bitmap.getRowBytes()I&android.graphics.Bitmap.getHeight()I,android.graphics.Bitmap.getByteCount()I,,0
cn.amazon.mShop.android,8.5.0.600,16,com.a9.vs.mobile.metrics.MetricsManager.sendMetrics()V,<=,10,android.os.AsyncTask.execute([Ljava/lang/Object;)Landroid/os/AsyncTask;&android.os.AsyncTask.<init>()V,android.os.AsyncTask.executeOnExecutor(Ljava/util/concurrent/Executor;[Ljava/lang/Object;)Landroid/os/AsyncTask;&android.os.AsyncTask.<init>()V,android.os.AsyncTask.execute([Ljava/lang/Object;)Landroid/os/AsyncTask;,android.os.AsyncTask.executeOnExecutor(Ljava/util/concurrent/Executor;[Ljava/lang/Object;)Landroid/os/AsyncTask;,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mShop.search.viewit.ViewItScanEntryActivity.requestForCameraPermission()Z,<=,22,"",android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getBoolean(I)Z&android.content.Context.getPackageName()Ljava/lang/String;&android.content.Context.getResources()Landroid/content/res/Resources;&android.content.Context.getString(I)Ljava/lang/String;,"",android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getBoolean(I)Z&android.content.Context.getPackageName()Ljava/lang/String;&android.content.Context.getResources()Landroid/content/res/Resources;&android.content.Context.getString(I)Ljava/lang/String;,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mShop.search.viewit.uploadphoto.UploadPhotoActivity.checkPermissionAndLaunchGallery()V,<=,22,android.content.Intent.setAction(Ljava/lang/String;)Landroid/content/Intent;&android.content.Intent.<init>()V&android.app.Activity.startActivityForResult(Landroid/content/Intent;I)V&android.content.Intent.setType(Ljava/lang/String;)Landroid/content/Intent;,android.view.ContextThemeWrapper.getResources()Landroid/content/res/Resources;&android.content.res.Resources.getString(I)Ljava/lang/String;,android.content.Intent.setAction(Ljava/lang/String;)Landroid/content/Intent;&android.content.Intent.<init>()V&android.app.Activity.startActivityForResult(Landroid/content/Intent;I)V&android.content.Intent.setType(Ljava/lang/String;)Landroid/content/Intent;,android.view.ContextThemeWrapper.getResources()Landroid/content/res/Resources;&android.content.res.Resources.getString(I)Ljava/lang/String;,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mShop.search.viewit.uploadphoto.UploadPhotoActivity.isReadExternalStoragePermissionGranted()Z,<=,22,"",android.content.ContextWrapper.checkSelfPermission(Ljava/lang/String;)I,"",android.content.ContextWrapper.checkSelfPermission(Ljava/lang/String;)I,,0
cn.amazon.mShop.android,8.5.0.600,16,com.amazon.mShop.search.viewit.uploadphoto.UploadPhotoActivity.onAskAmazon()V,<=,18,android.app.Activity.setResult(ILandroid/content/Intent;)V&android.content.Intent.putExtra(Ljava/lang/String;Z)Landroid/content/Intent;&android.content.Intent.<init>()V&android.app.Activity.finish()V&android.app.Activity.getIntent()Landroid/content/Intent;,android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.net.ConnectivityManager.getActiveNetworkInfo()Landroid/net/NetworkInfo;&android.content.pm.PackageManager.resolveContentProvider(Ljava/lang/String;I)Landroid/content/pm/ProviderInfo;&android.util.Log.d(Ljava/lang/String;Ljava/lang/String;)I&android.net.Uri.buildUpon()Landroid/net/Uri$Builder;&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.net.NetworkInfo.getType()I&android.webkit.CookieManager.getInstance()Landroid/webkit/CookieManager;&android.accounts.AccountManager.get(Landroid/content/Context;)Landroid/accounts/AccountManager;&android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.content.Context.getSystemService(Ljava/lang/String;)Ljava/lang/Object;&android.os.SystemClock.elapsedRealtime()J&android.net.Uri.getHost()Ljava/lang/String;&android.database.sqlite.SQLiteOpenHelper.<init>(Landroid/content/Context;Ljava/lang/String;Landroid/database/sqlite/SQLiteDatabase$CursorFactory;I)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.content.SharedPreferences$Editor.commit()Z&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.util.Log.v(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.CookieSyncManager.getInstance()Landroid/webkit/CookieSyncManager;&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;&android.view.Display.getMetrics(Landroid/util/DisplayMetrics;)V&android.content.res.Resources.getString(I)Ljava/lang/String;&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.content.pm.PackageManager.checkSignatures(Ljava/lang/String;Ljava/lang/String;)I&android.content.SharedPreferences$Editor.putString(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.util.SparseIntArray.<init>()V&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.os.BaseBundle.getBoolean(Ljava/lang/String;Z)Z&android.content.pm.Signature.<init>(Ljava/lang/String;)V&android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;&android.os.Looper.myLooper()Landroid/os/Looper;&android.content.Context.getPackageName()Ljava/lang/String;&android.webkit.CookieManager.getCookie(Ljava/lang/String;)Ljava/lang/String;&android.content.ContextWrapper.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;&android.content.Context.getCacheDir()Ljava/io/File;&android.app.Activity.getWindowManager()Landroid/view/WindowManager;&android.view.WindowManager.getDefaultDisplay()Landroid/view/Display;&android.net.Uri$Builder.toString()Ljava/lang/String;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I&android.net.NetworkInfo.getSubtype()I&android.content.SharedPreferences.getInt(Ljava/lang/String;I)I&android.accounts.AccountManager.getAuthenticatorTypes()[Landroid/accounts/AuthenticatorDescription;&android.net.Uri.getAuthority()Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.Context.getString(I)Ljava/lang/String;&android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.webkit.CookieSyncManager.startSync()V&android.net.Uri$Builder.appendQueryParameter(Ljava/lang/String;Ljava/lang/String;)Landroid/net/Uri$Builder;&android.content.res.Resources.getBoolean(I)Z&android.content.pm.PackageManager.getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.webkit.CookieSyncManager.createInstance(Landroid/content/Context;)Landroid/webkit/CookieSyncManager;&android.os.Handler.<init>(Landroid/os/Looper;)V&android.util.DisplayMetrics.<init>()V&android.content.Context.getResources()Landroid/content/res/Resources;&android.net.Uri$Builder.appendEncodedPath(Ljava/lang/String;)Landroid/net/Uri$Builder;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.net.Uri.parse(Ljava/lang/String;)Landroid/net/Uri;&android.util.SparseIntArray.put(II)V&android.content.Context.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;,android.app.Activity.setResult(ILandroid/content/Intent;)V&android.content.Intent.putExtra(Ljava/lang/String;Z)Landroid/content/Intent;&android.content.Intent.<init>()V&android.app.Activity.finish()V&android.app.Activity.getIntent()Landroid/content/Intent;,android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.net.ConnectivityManager.getActiveNetworkInfo()Landroid/net/NetworkInfo;&android.content.pm.PackageManager.resolveContentProvider(Ljava/lang/String;I)Landroid/content/pm/ProviderInfo;&android.util.Log.d(Ljava/lang/String;Ljava/lang/String;)I&android.net.Uri.buildUpon()Landroid/net/Uri$Builder;&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.net.NetworkInfo.getType()I&android.webkit.CookieManager.getInstance()Landroid/webkit/CookieManager;&android.accounts.AccountManager.get(Landroid/content/Context;)Landroid/accounts/AccountManager;&android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.content.Context.getSystemService(Ljava/lang/String;)Ljava/lang/Object;&android.os.SystemClock.elapsedRealtime()J&android.net.Uri.getHost()Ljava/lang/String;&android.database.sqlite.SQLiteOpenHelper.<init>(Landroid/content/Context;Ljava/lang/String;Landroid/database/sqlite/SQLiteDatabase$CursorFactory;I)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.content.SharedPreferences$Editor.commit()Z&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.util.Log.v(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.CookieSyncManager.getInstance()Landroid/webkit/CookieSyncManager;&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;&android.view.Display.getMetrics(Landroid/util/DisplayMetrics;)V&android.content.res.Resources.getString(I)Ljava/lang/String;&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.content.pm.PackageManager.checkSignatures(Ljava/lang/String;Ljava/lang/String;)I&android.content.SharedPreferences$Editor.putString(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.util.SparseIntArray.<init>()V&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.os.BaseBundle.getBoolean(Ljava/lang/String;Z)Z&android.content.pm.Signature.<init>(Ljava/lang/String;)V&android.content.SharedPreferences.getString(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;&android.os.Looper.myLooper()Landroid/os/Looper;&android.content.Context.getPackageName()Ljava/lang/String;&android.webkit.CookieManager.getCookie(Ljava/lang/String;)Ljava/lang/String;&android.content.ContextWrapper.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;&android.content.Context.getCacheDir()Ljava/io/File;&android.app.Activity.getWindowManager()Landroid/view/WindowManager;&android.view.WindowManager.getDefaultDisplay()Landroid/view/Display;&android.net.Uri$Builder.toString()Ljava/lang/String;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I&android.net.NetworkInfo.getSubtype()I&android.content.SharedPreferences.getInt(Ljava/lang/String;I)I&android.accounts.AccountManager.getAuthenticatorTypes()[Landroid/accounts/AuthenticatorDescription;&android.net.Uri.getAuthority()Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.Context.getString(I)Ljava/lang/String;&android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.webkit.CookieSyncManager.startSync()V&android.net.Uri$Builder.appendQueryParameter(Ljava/lang/String;Ljava/lang/String;)Landroid/net/Uri$Builder;&android.content.res.Resources.getBoolean(I)Z&android.content.pm.PackageManager.getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.webkit.CookieSyncManager.createInstance(Landroid/content/Context;)Landroid/webkit/CookieSyncManager;&android.os.Handler.<init>(Landroid/os/Looper;)V&android.util.DisplayMetrics.<init>()V&android.content.Context.getResources()Landroid/content/res/Resources;&android.net.Uri$Builder.appendEncodedPath(Ljava/lang/String;)Landroid/net/Uri$Builder;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.net.Uri.parse(Ljava/lang/String;)Landroid/net/Uri;&android.util.SparseIntArray.put(II)V&android.content.Context.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;,,0
