app	version	api	times
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.maps.model.m.a(Lcom/google/android/gms/maps/model/PolygonOptions;Landroid/os/Parcel;I)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ViewCompat.onApplyWindowInsets(Landroid/view/View;Landroid/support/v4/view/WindowInsetsCompat;)Landroid/support/v4/view/WindowInsetsCompat;	2
cn.amazon.mShop.android	8.5.0.600	com.google.gson.JsonArray.add(Lcom/google/gson/JsonElement;)V	3
cn.amazon.mShop.android	8.5.0.600	com.android.volley.Request.findDefaultTrafficStatsTag(Ljava/lang/String;)I	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.graphics.drawable.DrawableCompatKitKat.setAutoMirrored(Landroid/graphics/drawable/Drawable;Z)V	1
cn.amazon.mShop.android	8.5.0.600	android.widget.CompoundButton.getCompoundPaddingRight()I	1
cn.amazon.mShop.android	8.5.0.600	android.support.graphics.drawable.VectorDrawableCompat$VPathRenderer.getRootAlpha()I	7
cn.amazon.mShop.android	8.5.0.600	android.transition.Transition.getTargetTypes()Ljava/util/List;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.widget.ViewDragHelper.getMinVelocity()F	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ActionProvider.subUiVisibilityChanged(Z)V	2
cn.amazon.mShop.android	8.5.0.600	android.support.v4.widget.DrawerLayout.<init>(Landroid/content/Context;Landroid/util/AttributeSet;I)V	2
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.AppCompatCompoundButtonHelper.onSetButtonDrawable()V	2
cn.amazon.mShop.android	8.5.0.600	android.support.v7.app.AppCompatDelegateImplV7.createView(Landroid/view/View;Ljava/lang/String;Landroid/content/Context;Landroid/util/AttributeSet;)Landroid/view/View;	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.internal.jx.aQ(I)Z	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$UninterpretedOption$NamePart$Builder.setIsExtension(Z)Lcom/google/protobuf/DescriptorProtos$UninterpretedOption$NamePart$Builder;	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$EnumValueDescriptorProto.newBuilderForType()Lcom/google/protobuf/DescriptorProtos$EnumValueDescriptorProto$Builder;	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.WireFormat$FieldType.<init>(Ljava/lang/String;ILcom/google/protobuf/WireFormat$JavaType;ILcom/google/protobuf/WireFormat$1;)V	4
cn.amazon.mShop.android	8.5.0.600	android.media.MediaMetadataRetriever.extractMetadata(I)Ljava/lang/String;	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$ServiceOptions.<init>(Lcom/google/protobuf/GeneratedMessage$ExtendableBuilder;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.RecyclerView$LayoutManager.chooseSize(III)I	8
cn.amazon.mShop.android	8.5.0.600	android.os.Bundle.putBundle(Ljava/lang/String;Landroid/os/Bundle;)V	31
cn.amazon.mShop.android	8.5.0.600	android.text.StaticLayout.getLineCount()I	2
cn.amazon.mShop.android	8.5.0.600	com.google.common.base.Joiner$MapJoiner.appendTo(Ljava/lang/Appendable;Ljava/util/Iterator;)Ljava/lang/Appendable;	1
cn.amazon.mShop.android	8.5.0.600	com.android.volley.toolbox.PoolingByteArrayOutputStream.close()V	2
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.maps.model.k.eD(I)[Lcom/google/android/gms/maps/model/MarkerOptions;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ViewCompatICS.setAccessibilityDelegate(Landroid/view/View;Ljava/lang/Object;)V	1
cn.amazon.mShop.android	8.5.0.600	android.widget.FilterQueryProvider.runQuery(Ljava/lang/CharSequence;)Landroid/database/Cursor;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.SimpleItemAnimator.dispatchMoveStarting(Landroid/support/v7/widget/RecyclerView$ViewHolder;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.accessibility.AccessibilityNodeInfoCompat$AccessibilityNodeInfoImpl.getViewIdResourceName(Ljava/lang/Object;)Ljava/lang/String;	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.maps.model.g.eB(I)[Lcom/google/android/gms/maps/model/LatLngBounds;	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.drive.query.internal.Operator.getTag()Ljava/lang/String;	2
cn.amazon.mShop.android	8.5.0.600	android.widget.Filter$FilterResults.<init>()V	6
cn.amazon.mShop.android	8.5.0.600	android.accounts.AccountManager.setUserData(Landroid/accounts/Account;Ljava/lang/String;Ljava/lang/String;)V	1
cn.amazon.mShop.android	8.5.0.600	android.content.Intent.putExtras(Landroid/content/Intent;)Landroid/content/Intent;	3
cn.amazon.mShop.android	8.5.0.600	android.support.v7.view.menu.MenuPopupHelper.getPopup()Landroid/support/v7/widget/ListPopupWindow;	2
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.ToolbarWidgetWrapper$2.<init>(Landroid/support/v7/widget/ToolbarWidgetWrapper;I)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.internal.nw.b(Lcom/google/android/gms/internal/ji$a;)Ljava/lang/Object;	3
cn.amazon.mShop.android	8.5.0.600	android.graphics.Typeface.defaultFromStyle(I)Landroid/graphics/Typeface;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.view.menu.BaseMenuWrapper.<init>(Landroid/content/Context;Ljava/lang/Object;)V	2
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.common.data.DataHolder.e(Ljava/lang/String;II)F	1
cn.amazon.mShop.android	8.5.0.600	com.google.common.io.Closer$Suppressor.suppress(Ljava/io/Closeable;Ljava/lang/Throwable;Ljava/lang/Throwable;)V	1
cn.amazon.mShop.android	8.5.0.600	android.net.NetworkInfo.getExtraInfo()Ljava/lang/String;	1
cn.amazon.mShop.android	8.5.0.600	android.view.MotionEvent.getHistorySize()I	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.RecyclerView$ViewFlinger.disableRunOnAnimationRequests()V	1
cn.amazon.mShop.android	8.5.0.600	android.app.Notification.clone()Landroid/app/Notification;	2
cn.amazon.mShop.android	8.5.0.600	android.content.ContextWrapper.getResources()Landroid/content/res/Resources;	18
cn.amazon.mShop.android	8.5.0.600	com.google.common.collect.AbstractSequentialIterator.hasNext()Z	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$FieldDescriptorProto.hasDefaultValue()Z	3
cn.amazon.mShop.android	8.5.0.600	android.database.sqlite.SQLiteDatabase.query(Ljava/lang/String;[Ljava/lang/String;Ljava/lang/String;[Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Landroid/database/Cursor;	2
cn.amazon.mShop.android	8.5.0.600	android.support.v4.app.FragmentController.doLoaderStart()V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.ThemeUtils.getThemeAttrColorStateList(Landroid/content/Context;I)Landroid/content/res/ColorStateList;	3
cn.amazon.mShop.android	8.5.0.600	android.content.Context.deleteFile(Ljava/lang/String;)Z	12
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$UninterpretedOption.access$19100(Lcom/google/protobuf/DescriptorProtos$UninterpretedOption;)Ljava/lang/Object;	1
cn.amazon.mShop.android	8.5.0.600	android.support.graphics.drawable.VectorDrawableCompat$VectorDrawableCompatState.updateCachedBitmap(II)V	2
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.internal.lp.<init>(Landroid/content/Context;Ljava/lang/String;Ljava/lang/String;Lcom/google/android/gms/internal/me;)V	1
cn.amazon.mShop.android	8.5.0.600	android.database.Cursor.registerContentObserver(Landroid/database/ContentObserver;)V	3
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.fitness.request.o.jv()J	1
cn.amazon.mShop.android	8.5.0.600	android.util.SparseArray.<init>(I)V	2
cn.amazon.mShop.android	8.5.0.600	android.graphics.Canvas.drawRect(Landroid/graphics/RectF;Landroid/graphics/Paint;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ViewPager.onPageScrolled(IFI)V	2
cn.amazon.mShop.android	8.5.0.600	android.content.pm.PackageManager.getLaunchIntentForPackage(Ljava/lang/String;)Landroid/content/Intent;	8
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.GravityCompat$GravityCompatImplBase.<init>()V	1
cn.amazon.mShop.android	8.5.0.600	android.support.design.widget.TabLayout$Tab.access$600(Landroid/support/design/widget/TabLayout$Tab;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.widget.TextViewCompat$Api23TextViewCompatImpl.<init>()V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.app.ActionBar.setShowHideAnimationEnabled(Z)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.StaggeredGridLayoutManager$LazySpanLookup$FullSpanItem$1.newArray(I)[Landroid/support/v7/widget/StaggeredGridLayoutManager$LazySpanLookup$FullSpanItem;	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.games.multiplayer.turnbased.TurnBasedMatch.getDescriptionParticipantId()Ljava/lang/String;	2
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.accessibility.AccessibilityNodeProviderCompatKitKat$1.<init>(Landroid/support/v4/view/accessibility/AccessibilityNodeProviderCompatKitKat$AccessibilityNodeInfoBridge;)V	1
cn.amazon.mShop.android	8.5.0.600	android.view.Window$Callback.onAttachedToWindow()V	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$ServiceDescriptorProto.toBuilder()Lcom/google/protobuf/DescriptorProtos$ServiceDescriptorProto$Builder;	2
cn.amazon.mShop.android	8.5.0.600	android.support.design.widget.TabLayout.dpToPx(I)I	3
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$UninterpretedOption$NamePart$Builder.build()Lcom/google/protobuf/DescriptorProtos$UninterpretedOption$NamePart;	2
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.games.internal.player.MostRecentGameInfoEntity.getVersionCode()I	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$EnumDescriptorProto.<init>(Lcom/google/protobuf/CodedInputStream;Lcom/google/protobuf/ExtensionRegistryLite;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.widget.CompoundButtonCompat.setButtonTintList(Landroid/widget/CompoundButton;Landroid/content/res/ColorStateList;)V	1
cn.amazon.mShop.android	8.5.0.600	com.android.volley.ParseError.<init>(Ljava/lang/Throwable;)V	7
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.internal.jp.e(Landroid/os/Bundle;)Ljava/util/HashMap;	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.wallet.wobs.q.a(Lcom/google/android/gms/wallet/wobs/p;Landroid/os/Parcel;I)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.gson.internal.LinkedTreeMap.entrySet()Ljava/util/Set;	1
cn.amazon.mShop.android	8.5.0.600	android.app.AlertDialog$Builder.getContext()Landroid/content/Context;	9
cn.amazon.mShop.android	8.5.0.600	android.support.design.widget.AppBarLayout$Behavior.onRestoreInstanceState(Landroid/support/design/widget/CoordinatorLayout;Landroid/support/design/widget/AppBarLayout;Landroid/os/Parcelable;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.design.widget.SwipeDismissBehavior.access$400(III)I	1
cn.amazon.mShop.android	8.5.0.600	com.android.volley.toolbox.NetworkImageView.<init>(Landroid/content/Context;Landroid/util/AttributeSet;I)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.AppCompatSpinner$DropdownPopup.access$701(Landroid/support/v7/widget/AppCompatSpinner$DropdownPopup;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.accessibility.AccessibilityNodeInfoCompat.setFocusable(Z)V	2
cn.amazon.mShop.android	8.5.0.600	android.support.design.widget.HeaderBehavior$FlingRunnable.<init>(Landroid/support/design/widget/HeaderBehavior;Landroid/support/design/widget/CoordinatorLayout;Landroid/view/View;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.accessibility.AccessibilityNodeInfoCompat$AccessibilityNodeInfoImpl.setLabelFor(Ljava/lang/Object;Landroid/view/View;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.StaggeredGridLayoutManager.setReverseLayout(Z)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.drive.internal.a.V(Landroid/os/Parcel;)Lcom/google/android/gms/drive/internal/AddEventListenerRequest;	1
cn.amazon.mShop.android	8.5.0.600	android.view.MenuItem.isActionViewExpanded()Z	1
cn.amazon.mShop.android	8.5.0.600	android.view.FocusFinder.findNextFocus(Landroid/view/ViewGroup;Landroid/view/View;I)Landroid/view/View;	5
cn.amazon.mShop.android	8.5.0.600	android.graphics.Paint.setColor(I)V	34
cn.amazon.mShop.android	8.5.0.600	android.support.v7.view.ViewPropertyAnimatorCompatSet.access$200(Landroid/support/v7/view/ViewPropertyAnimatorCompatSet;)Ljava/util/ArrayList;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.app.FragmentManagerImpl.showFragment(Landroid/support/v4/app/Fragment;II)V	2
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ViewPager$ViewPositionComparator.<init>()V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.app.AppCompatDelegateImplBase.getSupportActionBar()Landroid/support/v7/app/ActionBar;	8
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.ActivityChooserModel$OnChooseActivityListener.onChooseActivity(Landroid/support/v7/widget/ActivityChooserModel;Landroid/content/Intent;)Z	1
cn.amazon.mShop.android	8.5.0.600	com.google.common.collect.AbstractMultimap.createEntries()Ljava/util/Collection;	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$EnumDescriptorProto.access$7202(Lcom/google/protobuf/DescriptorProtos$EnumDescriptorProto;I)I	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.games.quest.Quest.getEndTimestamp()J	5
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.RecyclerView$ItemAnimator$ItemHolderInfo.setFrom(Landroid/support/v7/widget/RecyclerView$ViewHolder;I)Landroid/support/v7/widget/RecyclerView$ItemAnimator$ItemHolderInfo;	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.games.event.EventEntity.a(Lcom/google/android/gms/games/event/Event;Ljava/lang/Object;)Z	2
cn.amazon.mShop.android	8.5.0.600	android.view.ViewParent.onNestedScroll(Landroid/view/View;IIII)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DynamicMessage.access$200(Lcom/google/protobuf/DynamicMessage;)Lcom/google/protobuf/Descriptors$Descriptor;	2
cn.amazon.mShop.android	8.5.0.600	android.support.v4.widget.ViewDragHelper.saveLastMotion(Landroid/view/MotionEvent;)V	3
cn.amazon.mShop.android	8.5.0.600	com.google.gson.internal.ConstructorConstructor.<init>(Ljava/util/Map;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.accessibility.AccessibilityNodeInfoCompatJellybeanMr2.getViewIdResourceName(Ljava/lang/Object;)Ljava/lang/String;	1
cn.amazon.mShop.android	8.5.0.600	android.graphics.drawable.Drawable.canApplyTheme()Z	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.common.internal.safeparcel.b.a(Landroid/os/Parcel;I[BZ)V	14
cn.amazon.mShop.android	8.5.0.600	com.google.common.collect.AbstractMapBasedMultimap.access$100(Lcom/google/common/collect/AbstractMapBasedMultimap;Ljava/util/Collection;)Ljava/util/Iterator;	1
cn.amazon.mShop.android	8.5.0.600	com.google.common.collect.MapMakerInternalMap$Segment.drainReferenceQueues()V	2
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.wallet.i.a(Lcom/google/android/gms/wallet/LineItem;Landroid/os/Parcel;I)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.fitness.data.DataSource.iN()Ljava/lang/String;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.AccessibilityDelegateCompatIcs.newAccessibilityDelegateDefaultImpl()Ljava/lang/Object;	1
cn.amazon.mShop.android	8.5.0.600	android.app.SearchableInfo.getSuggestSelection()Ljava/lang/String;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.app.Fragment.onRequestPermissionsResult(I[Ljava/lang/String;[I)V	2
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.Toolbar.setSubtitleTextColor(I)V	1
cn.amazon.mShop.android	8.5.0.600	android.view.View.onDetachedFromWindow()V	4
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.KeyEventCompat$BaseKeyEventVersionImpl.normalizeMetaState(I)I	2
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ViewPager$PagerObserver.<init>(Landroid/support/v4/view/ViewPager;Landroid/support/v4/view/ViewPager$1;)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$FieldOptions$Builder.build()Lcom/google/protobuf/DescriptorProtos$FieldOptions;	2
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.common.a.fW()Landroid/os/IBinder;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.ChildHelper.isHidden(Landroid/view/View;)Z	4
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.LinearLayoutManager.findFirstReferenceChild(Landroid/support/v7/widget/RecyclerView$Recycler;Landroid/support/v7/widget/RecyclerView$State;)Landroid/view/View;	2
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.AppCompatImageHelper.loadFromAttributes(Landroid/util/AttributeSet;I)V	3
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.RecyclerView$ViewHolder.isRecyclable()Z	2
cn.amazon.mShop.android	8.5.0.600	android.support.graphics.drawable.VectorDrawableCommon.setFilterBitmap(Z)V	2
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.wallet.wobs.CommonWalletObject$a.<init>(Lcom/google/android/gms/wallet/wobs/CommonWalletObject;Lcom/google/android/gms/wallet/wobs/CommonWalletObject$1;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.ListViewCompat.setSelector(Landroid/graphics/drawable/Drawable;)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.common.api.CommonStatusCodes.getStatusCodeString(I)Ljava/lang/String;	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.fitness.request.StartBleScanRequest.getVersionCode()I	1
cn.amazon.mShop.android	8.5.0.600	android.graphics.Rect.isEmpty()Z	4
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ViewCompatHC.setLayerType(Landroid/view/View;ILandroid/graphics/Paint;)V	1
cn.amazon.mShop.android	8.5.0.600	android.net.Uri.getEncodedFragment()Ljava/lang/String;	2
cn.amazon.mShop.android	8.5.0.600	com.google.common.collect.Maps.keyIterator(Ljava/util/Iterator;)Ljava/util/Iterator;	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$FileOptions.getDefaultInstanceForType()Lcom/google/protobuf/DescriptorProtos$FileOptions;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.RecyclerView.access$6200(Landroid/support/v7/widget/RecyclerView;I)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.games.quest.Quest.lK()J	5
cn.amazon.mShop.android	8.5.0.600	android.webkit.WebView.clearCache(Z)V	2
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.common.internal.g$a.a(Lcom/google/android/gms/common/internal/g$a;)Ljava/util/HashSet;	2
cn.amazon.mShop.android	8.5.0.600	android.support.design.internal.NavigationMenuPresenter$NavigationMenuAdapter.setUpdateSuspended(Z)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.gson.internal.bind.TypeAdapters$13.read(Lcom/google/gson/stream/JsonReader;)Ljava/lang/String;	1
cn.amazon.mShop.android	8.5.0.600	android.app.FragmentManager.findFragmentById(I)Landroid/app/Fragment;	1
cn.amazon.mShop.android	8.5.0.600	android.view.View$AccessibilityDelegate.sendAccessibilityEvent(Landroid/view/View;I)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.common.api.b$a.b(Lcom/google/android/gms/common/api/b$c;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.DecorToolbar.setMenu(Landroid/view/Menu;Landroid/support/v7/view/menu/MenuPresenter$Callback;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.design.widget.CoordinatorLayout$SavedState$1.createFromParcel(Landroid/os/Parcel;Ljava/lang/ClassLoader;)Landroid/support/design/widget/CoordinatorLayout$SavedState;	1
cn.amazon.mShop.android	8.5.0.600	android.graphics.Matrix.preRotate(F)Z	2
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.DefaultItemAnimator$3.<init>(Landroid/support/v7/widget/DefaultItemAnimator;Ljava/util/ArrayList;)V	1
cn.amazon.mShop.android	8.5.0.600	android.view.ViewGroup.setMotionEventSplittingEnabled(Z)V	1
cn.amazon.mShop.android	8.5.0.600	android.util.Log.wtf(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I	14
cn.amazon.mShop.android	8.5.0.600	android.widget.EditText.<init>(Landroid/content/Context;)V	4
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.LinearSmoothScroller.getVerticalSnapPreference()I	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ViewCompatJB.setImportantForAccessibility(Landroid/view/View;I)V	2
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.Descriptors$FieldDescriptor$JavaType.<init>(Ljava/lang/String;ILjava/lang/Object;)V	9
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.drive.metadata.a.g(Landroid/os/Bundle;)Ljava/lang/Object;	1
cn.amazon.mShop.android	8.5.0.600	android.webkit.WebView.getScale()F	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.RecyclerView$Adapter.onCreateViewHolder(Landroid/view/ViewGroup;I)Landroid/support/v7/widget/RecyclerView$ViewHolder;	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.internal.mh.mh()Lcom/google/android/gms/internal/mj;	1
cn.amazon.mShop.android	8.5.0.600	android.view.Window.setBackgroundDrawable(Landroid/graphics/drawable/Drawable;)V	2
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.AccessibilityDelegateCompat$AccessibilityDelegateImpl.onRequestSendAccessibilityEvent(Ljava/lang/Object;Landroid/view/ViewGroup;Landroid/view/View;Landroid/view/accessibility/AccessibilityEvent;)Z	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$FieldDescriptorProto.<init>(Lcom/google/protobuf/GeneratedMessage$Builder;Lcom/google/protobuf/DescriptorProtos$1;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.design.widget.AppBarLayout.invalidateScrollRanges()V	3
cn.amazon.mShop.android	8.5.0.600	android.telephony.SmsMessage.getMessageBody()Ljava/lang/String;	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$FileDescriptorProto.access$1302(Lcom/google/protobuf/DescriptorProtos$FileDescriptorProto;Ljava/lang/Object;)Ljava/lang/Object;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.RecyclerView$Adapter.createViewHolder(Landroid/view/ViewGroup;I)Landroid/support/v7/widget/RecyclerView$ViewHolder;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.RecyclerView.offsetChildrenVertical(I)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$EnumDescriptorProto$Builder.create()Lcom/google/protobuf/DescriptorProtos$EnumDescriptorProto$Builder;	2
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.fitness.data.Value.getVersionCode()I	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos$EnumValueOptions.getUnknownFields()Lcom/google/protobuf/UnknownFieldSet;	3
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ViewConfigurationCompat.hasPermanentMenuKey(Landroid/view/ViewConfiguration;)Z	3
cn.amazon.mShop.android	8.5.0.600	android.content.ContentProvider.openFile(Landroid/net/Uri;Ljava/lang/String;Landroid/os/CancellationSignal;)Landroid/os/ParcelFileDescriptor;	1
cn.amazon.mShop.android	8.5.0.600	com.google.common.collect.AbstractMapBasedMultimap$AsMap$AsMapIterator.next()Ljava/util/Map$Entry;	1
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.internal.ml.mk()Ljava/lang/String;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.ActionMenuView$ActionMenuChildView.needsDividerAfter()Z	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.app.FragmentTransitionCompat21$ViewRetriever.getView()Landroid/view/View;	1
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.DescriptorProtos.access$14502(Lcom/google/protobuf/Descriptors$Descriptor;)Lcom/google/protobuf/Descriptors$Descriptor;	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.RecyclerView$State.getItemCount()I	22
cn.amazon.mShop.android	8.5.0.600	android.support.v4.widget.PopupWindowCompat$GingerbreadPopupWindowImpl.<init>()V	2
cn.amazon.mShop.android	8.5.0.600	android.support.design.widget.ValueAnimatorCompat.getAnimatedIntValue()I	3
cn.amazon.mShop.android	8.5.0.600	android.support.v4.widget.SlidingPaneLayout$SlidingPanelLayoutImplBase.<init>()V	3
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.games.internal.game.GameBadgeEntity.ld()Lcom/google/android/gms/games/internal/game/GameBadge;	1
cn.amazon.mShop.android	8.5.0.600	android.view.accessibility.AccessibilityRecord.setToIndex(I)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.design.widget.CollapsingTextHelper.clearTexture()V	2
cn.amazon.mShop.android	8.5.0.600	com.google.android.gms.games.multiplayer.realtime.RoomConfig.createAutoMatchCriteria(IIJ)Landroid/os/Bundle;	1
cn.amazon.mShop.android	8.5.0.600	android.content.Intent.setClassName(Ljava/lang/String;Ljava/lang/String;)Landroid/content/Intent;	6
cn.amazon.mShop.android	8.5.0.600	android.view.View.getTag(I)Ljava/lang/Object;	10
cn.amazon.mShop.android	8.5.0.600	android.support.design.widget.ViewGroupUtils$ViewGroupUtilsImpl.offsetDescendantRect(Landroid/view/ViewGroup;Landroid/view/View;Landroid/graphics/Rect;)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.app.TwilightCalculator.<init>()V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.OrientationHelper.getDecoratedMeasurement(Landroid/view/View;)I	16
cn.amazon.mShop.android	8.5.0.600	com.google.protobuf.RopeByteString.equalsFragments(Lcom/google/protobuf/ByteString;)Z	1
cn.amazon.mShop.android	8.5.0.600	android.widget.VideoView.stopPlayback()V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.widget.CursorAdapter.<init>(Landroid/content/Context;Landroid/database/Cursor;Z)V	1
cn.amazon.mShop.android	8.5.0.600	android.widget.AbsListView.onLayout(ZIIII)V	1
cn.amazon.mShop.android	8.5.0.600	com.google.common.collect.MapMaker$RemovalCause$2.<init>(Ljava/lang/String;I)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ActionProvider.onPerformDefaultAction()Z	1
cn.amazon.mShop.android	8.5.0.600	android.support.v7.widget.ActionMenuView.onMeasureExactFormat(II)V	1
cn.amazon.mShop.android	8.5.0.600	android.support.v4.view.ViewCompatLollipop.getZ(Landroid/view/View;)F	1
