id	app	version	sdk_min	sdk_trg	check	method	apis	message	modified_files
289	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.publicurl.ProductURLProcessor.doProcess(Landroid/content/Context;)V	android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.content.Context.startActivity(Landroid/content/Intent;)V&android.content.pm.PackageManager.resolveContentProvider(Ljava/lang/String;I)Landroid/content/pm/ProviderInfo;&android.util.Log.d(Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.webkit.CookieManager.getInstance()Landroid/webkit/CookieManager;&android.content.Intent.putExtra(Ljava/lang/String;Ljava/io/Serializable;)Landroid/content/Intent;&android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.get(Landroid/content/Context;)Landroid/accounts/AccountManager;&android.content.Context.getSystemService(Ljava/lang/String;)Ljava/lang/Object;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.database.sqlite.SQLiteOpenHelper.<init>(Landroid/content/Context;Ljava/lang/String;Landroid/database/sqlite/SQLiteDatabase$CursorFactory;I)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.CookieSyncManager.getInstance()Landroid/webkit/CookieSyncManager;&android.widget.Toast.show()V&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.res.Resources.getString(I)Ljava/lang/String;&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.content.pm.PackageManager.checkSignatures(Ljava/lang/String;Ljava/lang/String;)I&android.util.SparseIntArray.<init>()V&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.os.BaseBundle.getBoolean(Ljava/lang/String;Z)Z&android.content.pm.Signature.<init>(Ljava/lang/String;)V&android.os.Looper.myLooper()Landroid/os/Looper;&android.content.Context.getPackageName()Ljava/lang/String;&android.webkit.CookieManager.getCookie(Ljava/lang/String;)Ljava/lang/String;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.getAuthenticatorTypes()[Landroid/accounts/AuthenticatorDescription;&android.net.Uri.getAuthority()Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.Context.getString(I)Ljava/lang/String;&android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.webkit.CookieSyncManager.startSync()V&android.content.res.Resources.getBoolean(I)Z&android.content.pm.PackageManager.getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.webkit.CookieSyncManager.createInstance(Landroid/content/Context;)Landroid/webkit/CookieSyncManager;&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.content.Context.getResources()Landroid/content/res/Resources;&android.content.Intent.putExtra(Ljava/lang/String;Z)Landroid/content/Intent;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.net.Uri.parse(Ljava/lang/String;)Landroid/net/Uri;&android.content.Intent.setData(Landroid/net/Uri;)Landroid/content/Intent;&android.util.SparseIntArray.put(II)V&android.widget.Toast.makeText(Landroid/content/Context;Ljava/lang/CharSequence;I)Landroid/widget/Toast;&android.content.Context.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;		0
291	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 21	com.amazon.mShop.publicurl.ProductURLProcessor.doProcess(Landroid/content/Context;)V			0
293	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 21	com.amazon.mShop.publicurl.ProductURLProcessor.doProcess(Landroid/content/Context;)V			0
295	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 21	com.amazon.mShop.publicurl.ProductURLProcessor.doProcess(Landroid/content/Context;)V			0
297	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 21	com.amazon.mShop.publicurl.WishlistURLProcessor.doProcess(Landroid/content/Context;)V			0
299	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 21	com.amazon.mShop.publicurl.WishlistURLProcessor.doProcess(Landroid/content/Context;)V			0
301	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT == 14	com.amazon.mShop.pushnotification.MShopNotificationGenerator.createSystemNotification(Landroid/content/Context;Ljava/lang/String;Ljava/lang/String;Landroid/app/PendingIntent;Landroid/app/PendingIntent;Ljava/lang/String;I)Landroid/app/Notification;			0
303	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT != 14	com.amazon.mShop.pushnotification.MShopNotificationGenerator.createSystemNotification(Landroid/content/Context;Ljava/lang/String;Ljava/lang/String;Landroid/app/PendingIntent;Landroid/app/PendingIntent;Ljava/lang/String;I)Landroid/app/Notification;			0
305	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT != 14	com.amazon.mShop.pushnotification.MShopNotificationGenerator.generateNotification(Landroid/content/Context;Lcom/amazon/mShop/pushnotification/NotificationParams;)V			0
307	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT == 14	com.amazon.mShop.pushnotification.MShopNotificationGenerator.generateNotification(Landroid/content/Context;Lcom/amazon/mShop/pushnotification/NotificationParams;)V			0
309	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT != 15	com.amazon.mShop.pushnotification.MShopNotificationGenerator.generateNotification(Landroid/content/Context;Lcom/amazon/mShop/pushnotification/NotificationParams;)V			0
311	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT == 15	com.amazon.mShop.pushnotification.MShopNotificationGenerator.generateNotification(Landroid/content/Context;Lcom/amazon/mShop/pushnotification/NotificationParams;)V			0
313	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.search.RetailSearchActivity.doSearchActionViewImage(Landroid/content/Intent;)V	android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.content.pm.PackageManager.resolveContentProvider(Ljava/lang/String;I)Landroid/content/pm/ProviderInfo;&android.util.Log.d(Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Intent.setClassName(Landroid/content/Context;Ljava/lang/String;)Landroid/content/Intent;&android.webkit.CookieManager.getInstance()Landroid/webkit/CookieManager;&android.content.Intent.putExtra(Ljava/lang/String;Ljava/io/Serializable;)Landroid/content/Intent;&android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.get(Landroid/content/Context;)Landroid/accounts/AccountManager;&android.content.Context.getSystemService(Ljava/lang/String;)Ljava/lang/Object;&android.content.Intent.<init>()V&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.database.sqlite.SQLiteOpenHelper.<init>(Landroid/content/Context;Ljava/lang/String;Landroid/database/sqlite/SQLiteDatabase$CursorFactory;I)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.CookieSyncManager.getInstance()Landroid/webkit/CookieSyncManager;&android.app.Activity.finish()V&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.res.Resources.getString(I)Ljava/lang/String;&android.content.Intent.getBooleanExtra(Ljava/lang/String;Z)Z&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.content.pm.PackageManager.checkSignatures(Ljava/lang/String;Ljava/lang/String;)I&android.util.SparseIntArray.<init>()V&android.content.Intent.addFlags(I)Landroid/content/Intent;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.os.BaseBundle.getBoolean(Ljava/lang/String;Z)Z&android.content.pm.PackageManager.getLaunchIntentForPackage(Ljava/lang/String;)Landroid/content/Intent;&android.content.pm.Signature.<init>(Ljava/lang/String;)V&android.os.Looper.myLooper()Landroid/os/Looper;&android.content.Context.getPackageName()Ljava/lang/String;&android.webkit.CookieManager.getCookie(Ljava/lang/String;)Ljava/lang/String;&android.app.Activity.startActivityForResult(Landroid/content/Intent;I)V&android.app.Activity.getIntent()Landroid/content/Intent;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.getAuthenticatorTypes()[Landroid/accounts/AuthenticatorDescription;&android.content.Intent.getSerializableExtra(Ljava/lang/String;)Ljava/io/Serializable;&android.net.Uri.getAuthority()Ljava/lang/String;&android.content.Intent.getStringExtra(Ljava/lang/String;)Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.Context.getString(I)Ljava/lang/String;&android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.webkit.CookieSyncManager.startSync()V&android.content.res.Resources.getBoolean(I)Z&android.content.pm.PackageManager.getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.webkit.CookieSyncManager.createInstance(Landroid/content/Context;)Landroid/webkit/CookieSyncManager;&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.content.Context.getResources()Landroid/content/res/Resources;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.content.Intent.putExtra(Ljava/lang/String;Z)Landroid/content/Intent;&android.content.Intent.putExtra(Ljava/lang/String;Ljava/lang/String;)Landroid/content/Intent;&android.util.SparseIntArray.put(II)V&android.content.Context.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;		0
315	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.search.RetailSearchActivity.doSearchActionViewImage(Landroid/content/Intent;)V	android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.content.pm.PackageManager.resolveContentProvider(Ljava/lang/String;I)Landroid/content/pm/ProviderInfo;&android.util.Log.d(Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Intent.setClassName(Landroid/content/Context;Ljava/lang/String;)Landroid/content/Intent;&android.webkit.CookieManager.getInstance()Landroid/webkit/CookieManager;&android.content.Intent.putExtra(Ljava/lang/String;Ljava/io/Serializable;)Landroid/content/Intent;&android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.get(Landroid/content/Context;)Landroid/accounts/AccountManager;&android.content.Context.getSystemService(Ljava/lang/String;)Ljava/lang/Object;&android.content.Intent.<init>()V&android.database.sqlite.SQLiteOpenHelper.<init>(Landroid/content/Context;Ljava/lang/String;Landroid/database/sqlite/SQLiteDatabase$CursorFactory;I)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.CookieSyncManager.getInstance()Landroid/webkit/CookieSyncManager;&android.app.Activity.finish()V&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.res.Resources.getString(I)Ljava/lang/String;&android.content.Intent.getBooleanExtra(Ljava/lang/String;Z)Z&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.content.pm.PackageManager.checkSignatures(Ljava/lang/String;Ljava/lang/String;)I&android.util.SparseIntArray.<init>()V&android.content.Intent.addFlags(I)Landroid/content/Intent;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.os.BaseBundle.getBoolean(Ljava/lang/String;Z)Z&android.content.pm.PackageManager.getLaunchIntentForPackage(Ljava/lang/String;)Landroid/content/Intent;&android.content.pm.Signature.<init>(Ljava/lang/String;)V&android.os.Looper.myLooper()Landroid/os/Looper;&android.content.Context.getPackageName()Ljava/lang/String;&android.webkit.CookieManager.getCookie(Ljava/lang/String;)Ljava/lang/String;&android.app.Activity.startActivityForResult(Landroid/content/Intent;I)V&android.app.Activity.getIntent()Landroid/content/Intent;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.getAuthenticatorTypes()[Landroid/accounts/AuthenticatorDescription;&android.content.Intent.getSerializableExtra(Ljava/lang/String;)Ljava/io/Serializable;&android.net.Uri.getAuthority()Ljava/lang/String;&android.content.Intent.getStringExtra(Ljava/lang/String;)Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.Context.getString(I)Ljava/lang/String;&android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.webkit.CookieSyncManager.startSync()V&android.content.res.Resources.getBoolean(I)Z&android.content.pm.PackageManager.getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.webkit.CookieSyncManager.createInstance(Landroid/content/Context;)Landroid/webkit/CookieSyncManager;&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.content.Context.getResources()Landroid/content/res/Resources;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.content.Intent.putExtra(Ljava/lang/String;Z)Landroid/content/Intent;&android.content.Intent.putExtra(Ljava/lang/String;Ljava/lang/String;)Landroid/content/Intent;&android.util.SparseIntArray.put(II)V&android.content.Context.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;		0
317	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.search.RetailSearchActivity.initSearchEntryView(Lcom/amazon/retailsearch/android/ui/iss/SearchEntryView;Landroid/content/Intent;)V	android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getBoolean(I)Z&android.content.Context.getPackageName()Ljava/lang/String;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Context.getResources()Landroid/content/res/Resources;&android.content.Context.getString(I)Ljava/lang/String;		0
319	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.search.RetailSearchActivity.initSearchEntryView(Lcom/amazon/retailsearch/android/ui/iss/SearchEntryView;Landroid/content/Intent;)V			0
321	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 16	com.amazon.mShop.search.RetailSearchActivity.isSplitViewEnabled()Z			0
323	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 16	com.amazon.mShop.search.RetailSearchActivity.isSplitViewEnabled()Z	android.view.ContextThemeWrapper.getResources()Landroid/content/res/Resources;&android.content.res.Resources.getBoolean(I)Z		0
325	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.search.SearchActivity.doSearchActionViewImage(Landroid/content/Intent;)V	android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.content.pm.PackageManager.resolveContentProvider(Ljava/lang/String;I)Landroid/content/pm/ProviderInfo;&android.util.Log.d(Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Intent.setClassName(Landroid/content/Context;Ljava/lang/String;)Landroid/content/Intent;&android.webkit.CookieManager.getInstance()Landroid/webkit/CookieManager;&android.content.Intent.putExtra(Ljava/lang/String;Ljava/io/Serializable;)Landroid/content/Intent;&android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.get(Landroid/content/Context;)Landroid/accounts/AccountManager;&android.content.Context.getSystemService(Ljava/lang/String;)Ljava/lang/Object;&android.content.Intent.<init>()V&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.database.sqlite.SQLiteOpenHelper.<init>(Landroid/content/Context;Ljava/lang/String;Landroid/database/sqlite/SQLiteDatabase$CursorFactory;I)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.CookieSyncManager.getInstance()Landroid/webkit/CookieSyncManager;&android.app.Activity.finish()V&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.res.Resources.getString(I)Ljava/lang/String;&android.content.Intent.getBooleanExtra(Ljava/lang/String;Z)Z&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.content.pm.PackageManager.checkSignatures(Ljava/lang/String;Ljava/lang/String;)I&android.util.SparseIntArray.<init>()V&android.content.Intent.addFlags(I)Landroid/content/Intent;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.os.BaseBundle.getBoolean(Ljava/lang/String;Z)Z&android.content.pm.PackageManager.getLaunchIntentForPackage(Ljava/lang/String;)Landroid/content/Intent;&android.content.pm.Signature.<init>(Ljava/lang/String;)V&android.os.Looper.myLooper()Landroid/os/Looper;&android.content.Context.getPackageName()Ljava/lang/String;&android.webkit.CookieManager.getCookie(Ljava/lang/String;)Ljava/lang/String;&android.app.Activity.startActivityForResult(Landroid/content/Intent;I)V&android.app.Activity.getIntent()Landroid/content/Intent;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.getAuthenticatorTypes()[Landroid/accounts/AuthenticatorDescription;&android.content.Intent.getSerializableExtra(Ljava/lang/String;)Ljava/io/Serializable;&android.net.Uri.getAuthority()Ljava/lang/String;&android.content.Intent.getStringExtra(Ljava/lang/String;)Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.Context.getString(I)Ljava/lang/String;&android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.webkit.CookieSyncManager.startSync()V&android.content.res.Resources.getBoolean(I)Z&android.content.pm.PackageManager.getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.webkit.CookieSyncManager.createInstance(Landroid/content/Context;)Landroid/webkit/CookieSyncManager;&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.content.Context.getResources()Landroid/content/res/Resources;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.content.Intent.putExtra(Ljava/lang/String;Z)Landroid/content/Intent;&android.content.Intent.putExtra(Ljava/lang/String;Ljava/lang/String;)Landroid/content/Intent;&android.util.SparseIntArray.put(II)V&android.content.Context.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;		0
327	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.search.SearchActivity.doSearchActionViewImage(Landroid/content/Intent;)V	android.content.pm.PackageManager.getApplicationInfo(Ljava/lang/String;I)Landroid/content/pm/ApplicationInfo;&android.content.pm.PackageManager.resolveContentProvider(Ljava/lang/String;I)Landroid/content/pm/ProviderInfo;&android.util.Log.d(Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Intent.setClassName(Landroid/content/Context;Ljava/lang/String;)Landroid/content/Intent;&android.webkit.CookieManager.getInstance()Landroid/webkit/CookieManager;&android.content.Intent.putExtra(Ljava/lang/String;Ljava/io/Serializable;)Landroid/content/Intent;&android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.get(Landroid/content/Context;)Landroid/accounts/AccountManager;&android.content.Context.getSystemService(Ljava/lang/String;)Ljava/lang/Object;&android.content.Intent.<init>()V&android.database.sqlite.SQLiteOpenHelper.<init>(Landroid/content/Context;Ljava/lang/String;Landroid/database/sqlite/SQLiteDatabase$CursorFactory;I)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I&android.webkit.CookieSyncManager.getInstance()Landroid/webkit/CookieSyncManager;&android.app.Activity.finish()V&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.res.Resources.getString(I)Ljava/lang/String;&android.content.Intent.getBooleanExtra(Ljava/lang/String;Z)Z&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.content.Context.getContentResolver()Landroid/content/ContentResolver;&android.content.pm.PackageManager.checkSignatures(Ljava/lang/String;Ljava/lang/String;)I&android.util.SparseIntArray.<init>()V&android.content.Intent.addFlags(I)Landroid/content/Intent;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.os.BaseBundle.getBoolean(Ljava/lang/String;Z)Z&android.content.pm.PackageManager.getLaunchIntentForPackage(Ljava/lang/String;)Landroid/content/Intent;&android.content.pm.Signature.<init>(Ljava/lang/String;)V&android.os.Looper.myLooper()Landroid/os/Looper;&android.content.Context.getPackageName()Ljava/lang/String;&android.webkit.CookieManager.getCookie(Ljava/lang/String;)Ljava/lang/String;&android.app.Activity.startActivityForResult(Landroid/content/Intent;I)V&android.app.Activity.getIntent()Landroid/content/Intent;&android.util.Log.e(Ljava/lang/String;Ljava/lang/String;)I&android.accounts.AccountManager.getAuthenticatorTypes()[Landroid/accounts/AuthenticatorDescription;&android.content.Intent.getSerializableExtra(Ljava/lang/String;)Ljava/io/Serializable;&android.net.Uri.getAuthority()Ljava/lang/String;&android.content.Intent.getStringExtra(Ljava/lang/String;)Ljava/lang/String;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.Context.getString(I)Ljava/lang/String;&android.content.ContextWrapper.getBaseContext()Landroid/content/Context;&android.webkit.CookieSyncManager.startSync()V&android.content.res.Resources.getBoolean(I)Z&android.content.pm.PackageManager.getPackageInfo(Ljava/lang/String;I)Landroid/content/pm/PackageInfo;&android.util.Log.w(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.webkit.CookieSyncManager.createInstance(Landroid/content/Context;)Landroid/webkit/CookieSyncManager;&android.content.ContextWrapper.<init>(Landroid/content/Context;)V&android.os.Handler.<init>(Landroid/os/Looper;)V&android.content.Context.getResources()Landroid/content/res/Resources;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;)I&android.content.Intent.putExtra(Ljava/lang/String;Z)Landroid/content/Intent;&android.content.Intent.putExtra(Ljava/lang/String;Ljava/lang/String;)Landroid/content/Intent;&android.util.SparseIntArray.put(II)V&android.content.Context.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;		0
329	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.search.SearchActivity.initSearchEntryView(Lcom/amazon/retailsearch/android/ui/iss/SearchEntryView;Landroid/content/Intent;)V			0
331	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.search.SearchActivity.initSearchEntryView(Lcom/amazon/retailsearch/android/ui/iss/SearchEntryView;Landroid/content/Intent;)V	android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getBoolean(I)Z&android.content.Context.getPackageName()Ljava/lang/String;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Context.getResources()Landroid/content/res/Resources;&android.content.Context.getString(I)Ljava/lang/String;		0
333	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT <= 23	com.amazon.mShop.splashscreen.StartupActivity.canServiceStartupRequest()Z			0
335	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT > 23	com.amazon.mShop.splashscreen.StartupActivity.canServiceStartupRequest()Z	android.util.Log.w(Ljava/lang/String;Ljava/lang/String;)I		0
337	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 21	com.amazon.mShop.sso.DistributedSSOLoginActivity$1.onSuccess(Landroid/os/Bundle;)V	android.webkit.CookieSyncManager.getInstance()Landroid/webkit/CookieSyncManager;&android.webkit.CookieSyncManager.sync()V		0
339	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 21	com.amazon.mShop.sso.DistributedSSOLoginActivity$1.onSuccess(Landroid/os/Bundle;)V	android.webkit.CookieManager.getInstance()Landroid/webkit/CookieManager;&android.webkit.CookieManager.flush()V		0
341	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 21	com.amazon.mShop.sso.SSOLoginHelper.onSuccess(Landroid/os/Bundle;)V	android.webkit.CookieManager.getInstance()Landroid/webkit/CookieManager;&android.webkit.CookieManager.flush()V		0
343	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 21	com.amazon.mShop.sso.SSOLoginHelper.onSuccess(Landroid/os/Bundle;)V	android.webkit.CookieSyncManager.getInstance()Landroid/webkit/CookieSyncManager;&android.webkit.CookieSyncManager.sync()V		0
345	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 11	com.amazon.mShop.ui.AmazonSwitchWidget.onMeasure(II)V	android.view.View.getMeasuredWidthAndState()I&android.view.View.setMeasuredDimension(II)V		0
347	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 11	com.amazon.mShop.ui.AmazonSwitchWidget.onMeasure(II)V	android.view.View.getMeasuredWidth()I&android.view.View.setMeasuredDimension(II)V		0
349	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT <= 7	com.amazon.mShop.ui.AmazonSwitchWidget.onTouchEvent(Landroid/view/MotionEvent;)Z	android.view.MotionEvent.getAction()I		0
351	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT > 7	com.amazon.mShop.ui.AmazonSwitchWidget.onTouchEvent(Landroid/view/MotionEvent;)Z	android.view.MotionEvent.getActionMasked()I		0
353	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT < 14	com.amazon.mShop.util.ActivityUtils.getScanItIntent(Landroid/content/Context;)Landroid/content/Intent;	android.net.Uri.parse(Ljava/lang/String;)Landroid/net/Uri;&android.content.Intent.setData(Landroid/net/Uri;)Landroid/content/Intent;		0
355	cn.amazon.mShop.android	8.5.0.600	16	24	SDK_INT >= 14	com.amazon.mShop.util.ActivityUtils.getScanItIntent(Landroid/content/Context;)Landroid/content/Intent;	android.content.res.Resources.getIdentifier(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)I&android.content.res.Resources.getBoolean(I)Z&android.content.Context.getPackageName()Ljava/lang/String;&android.net.Uri.parse(Ljava/lang/String;)Landroid/net/Uri;&android.util.Log.i(Ljava/lang/String;Ljava/lang/String;Ljava/lang/Throwable;)I&android.content.Intent.setData(Landroid/net/Uri;)Landroid/content/Intent;&android.content.res.Resources.getConfiguration()Landroid/content/res/Configuration;&android.content.Context.getResources()Landroid/content/res/Resources;&android.content.Context.getString(I)Ljava/lang/String;		0
